VTX, IDX, _15.x, _15.y, _15.z, _18.x, _18.y, _18.z, _22.x, _22.y, _22.z, _22.w, _21.x, _21.y
562, 114, -0.22364,  0.12266, -0.09435, -0.03005,  0.97925, -0.20043,  0.03401,  0.2014,  0.97892, -1.00,  0.64404,  0.37476
563, 112, -0.17537,  0.08616, -0.17682, -0.05761,  0.84243, -0.53571, -0.01194,  0.53599,  0.84414, -1.00,  0.56689,  0.33057
564, 114, -0.22364,  0.12266, -0.09435, -0.03005,  0.97925, -0.20043,  0.03401,  0.2014,  0.97892, -1.00,  0.64404,  0.37476
565, 41, -0.21623,  0.13414, -0.01676, -0.03559,  0.99875, -0.03513,  0.04423,  0.03669,  0.99835, -1.00,  0.71387,  0.37109
566, 42, -0.16762,  0.14393, -0.02502, -0.11491,  0.98638, -0.11765,  0.00441,  0.11894,  0.99289, -1.00,  0.71289,  0.32202
567, 116, -0.20465,  0.06679, -0.19267,  0.19266,  0.49356, -0.8481, -0.09045,  0.86955,  0.48549, -1.00,  0.53662,  0.35718
568, 112, -0.17537,  0.08616, -0.17682, -0.05761,  0.84243, -0.53571, -0.01194,  0.53599,  0.84414, -1.00,  0.56689,  0.33057
569, 109, -0.17786,  0.04921, -0.19713, -0.06176,  0.07182, -0.9955, -0.03519,  0.99663,  0.07409, -1.00,  0.51904,  0.33374
570, 110, -0.18586,  0.02476, -0.18584,  0.18123, -0.16111, -0.97015, -0.06782,  0.98209, -0.17576, -1.00,  0.49438,  0.34229
571, 116, -0.20465,  0.06679, -0.19267,  0.19266,  0.49356, -0.8481, -0.09045,  0.86955,  0.48549, -1.00,  0.53662,  0.35718
572, 109, -0.17786,  0.04921, -0.19713, -0.06176,  0.07182, -0.9955, -0.03519,  0.99663,  0.07409, -1.00,  0.51904,  0.33374
573, 112, -0.17537,  0.08616, -0.17682, -0.05761,  0.84243, -0.53571, -0.01194,  0.53599,  0.84414, -1.00,  0.56689,  0.33057
574, 116, -0.20465,  0.06679, -0.19267,  0.19266,  0.49356, -0.8481, -0.09045,  0.86955,  0.48549, -1.00,  0.53662,  0.35718
575, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
576, 117, -0.23593,  0.07135, -0.12582,  0.47416,  0.80331,  0.36036, -0.4737, -0.11224,  0.8735, -1.00,  0.53516,  0.37646
577, 116, -0.20465,  0.06679, -0.19267,  0.19266,  0.49356, -0.8481, -0.09045,  0.86955,  0.48549, -1.00,  0.53662,  0.35718
578, 110, -0.18586,  0.02476, -0.18584,  0.18123, -0.16111, -0.97015, -0.06782,  0.98209, -0.17576, -1.00,  0.49438,  0.34229
579, 116, -0.20465,  0.06679, -0.19267,  0.19266,  0.49356, -0.8481, -0.09045,  0.86955,  0.48549, -1.00,  0.53662,  0.35718
580, 117, -0.23593,  0.07135, -0.12582,  0.47416,  0.80331,  0.36036, -0.4737, -0.11224,  0.8735, -1.00,  0.53516,  0.37646
581, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
582, 117, -0.23593,  0.07135, -0.12582,  0.47416,  0.80331,  0.36036, -0.4737, -0.11224,  0.8735, -1.00,  0.53516,  0.37646
583, 110, -0.18586,  0.02476, -0.18584,  0.18123, -0.16111, -0.97015, -0.06782,  0.98209, -0.17576, -1.00,  0.49438,  0.34229
584, 118, -0.19879,  0.02536, -0.1837,  0.59346,  0.03996, -0.80387, -0.14949,  0.98686, -0.06131, -1.00,  0.49414,  0.35303
585, 117, -0.23593,  0.07135, -0.12582,  0.47416,  0.80331,  0.36036, -0.4737, -0.11224,  0.8735, -1.00,  0.53516,  0.37646
586, 119, -0.28206,  0.08691, -0.11399,  0.22226,  0.79513,  0.56424, -0.34617, -0.47665,  0.80807, -1.00,  0.56152,  0.41309
587, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
588, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
589, 119, -0.28206,  0.08691, -0.11399,  0.22226,  0.79513,  0.56424, -0.34617, -0.47665,  0.80807, -1.00,  0.56152,  0.41309
590, 120, -0.31796,  0.09185, -0.11219, -0.20867,  0.75653,  0.61978, -0.33124, -0.65094,  0.68305, -1.00,  0.5708,  0.44312
591, 121, -0.26959,  0.13388, -0.01288, -0.04356,  0.99848, -0.03368,  0.03994,  0.03542,  0.99857, -1.00,  0.71533,  0.41724
592, 41, -0.21623,  0.13414, -0.01676, -0.03559,  0.99875, -0.03513,  0.04423,  0.03669,  0.99835, -1.00,  0.71387,  0.37109
593, 114, -0.22364,  0.12266, -0.09435, -0.03005,  0.97925, -0.20043,  0.03401,  0.2014,  0.97892, -1.00,  0.64404,  0.37476
594, 41, -0.21623,  0.13414, -0.01676, -0.03559,  0.99875, -0.03513,  0.04423,  0.03669,  0.99835, -1.00,  0.71387,  0.37109
595, 121, -0.26959,  0.13388, -0.01288, -0.04356,  0.99848, -0.03368,  0.03994,  0.03542,  0.99857, -1.00,  0.71533,  0.41724
596, 43, -0.26602,  0.12697,  0.04658, -0.03456,  0.97297,  0.22832,  0.05334, -0.22633,  0.97259, -1.00,  0.76807,  0.4165
597, 122, -0.28147,  0.12119, -0.09624, -0.03479,  0.98988, -0.13761,  0.01864,  0.13831,  0.99021, -1.00,  0.64063,  0.42505
598, 114, -0.22364,  0.12266, -0.09435, -0.03005,  0.97925, -0.20043,  0.03401,  0.2014,  0.97892, -1.00,  0.64404,  0.37476
599, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
600, 121, -0.26959,  0.13388, -0.01288, -0.04356,  0.99848, -0.03368,  0.03994,  0.03542,  0.99857, -1.00,  0.71533,  0.41724
601, 114, -0.22364,  0.12266, -0.09435, -0.03005,  0.97925, -0.20043,  0.03401,  0.2014,  0.97892, -1.00,  0.64404,  0.37476
602, 122, -0.28147,  0.12119, -0.09624, -0.03479,  0.98988, -0.13761,  0.01864,  0.13831,  0.99021, -1.00,  0.64063,  0.42505
603, 121, -0.26959,  0.13388, -0.01288, -0.04356,  0.99848, -0.03368,  0.03994,  0.03542,  0.99857, -1.00,  0.71533,  0.41724
604, 122, -0.28147,  0.12119, -0.09624, -0.03479,  0.98988, -0.13761,  0.01864,  0.13831,  0.99021, -1.00,  0.64063,  0.42505
605, 123, -0.35964,  0.11823, -0.0918, -0.17424,  0.97636, -0.12794, -0.00791,  0.12853,  0.99167, -1.00,  0.64355,  0.49365
606, 122, -0.28147,  0.12119, -0.09624, -0.03479,  0.98988, -0.13761,  0.01864,  0.13831,  0.99021, -1.00,  0.64063,  0.42505
607, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
608, 124, -0.31627,  0.08182, -0.10446, -0.18387,  0.70495,  0.68501, -0.30936, -0.70298,  0.6404, -1.00,  0.58154,  0.43848
609, 115, -0.24433,  0.10172, -0.16177,  0.15838,  0.94018, -0.30163,  0.00496,  0.30472,  0.95243, -1.00,  0.58008,  0.3916
610, 120, -0.31796,  0.09185, -0.11219, -0.20867,  0.75653,  0.61978, -0.33124, -0.65094,  0.68305, -1.00,  0.5708,  0.44312
611, 124, -0.31627,  0.08182, -0.10446, -0.18387,  0.70495,  0.68501, -0.30936, -0.70298,  0.6404, -1.00,  0.58154,  0.43848
612, 124, -0.31627,  0.08182, -0.10446, -0.18387,  0.70495,  0.68501, -0.30936, -0.70298,  0.6404, -1.00,  0.58154,  0.43848
613, 123, -0.35964,  0.11823, -0.0918, -0.17424,  0.97636, -0.12794, -0.00791,  0.12853,  0.99167, -1.00,  0.64355,  0.49365
614, 122, -0.28147,  0.12119, -0.09624, -0.03479,  0.98988, -0.13761,  0.01864,  0.13831,  0.99021, -1.00,  0.64063,  0.42505
615, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
616, 124, -0.31627,  0.08182, -0.10446, -0.18387,  0.70495,  0.68501, -0.30936, -0.70298,  0.6404, -1.00,  0.58154,  0.43848
617, 120, -0.31796,  0.09185, -0.11219, -0.20867,  0.75653,  0.61978, -0.33124, -0.65094,  0.68305, -1.00,  0.5708,  0.44312
618, 124, -0.31627,  0.08182, -0.10446, -0.18387,  0.70495,  0.68501, -0.30936, -0.70298,  0.6404, -1.00,  0.58154,  0.43848
619, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
620, 123, -0.35964,  0.11823, -0.0918, -0.17424,  0.97636, -0.12794, -0.00791,  0.12853,  0.99167, -1.00,  0.64355,  0.49365
621, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
622, 126, -0.42666,  0.08553, -0.12823, -0.57381,  0.78031, -0.24872, -0.13325,  0.21069,  0.96843, -1.00,  0.60986,  0.55908
623, 123, -0.35964,  0.11823, -0.0918, -0.17424,  0.97636, -0.12794, -0.00791,  0.12853,  0.99167, -1.00,  0.64355,  0.49365
624, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
625, 120, -0.31796,  0.09185, -0.11219, -0.20867,  0.75653,  0.61978, -0.33124, -0.65094,  0.68305, -1.00,  0.5708,  0.44312
626, 127, -0.37373,  0.0955, -0.13203, -0.35622,  0.73198,  0.58079, -0.36962, -0.68125,  0.63188, -1.00,  0.57227,  0.49512
627, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
628, 127, -0.37373,  0.0955, -0.13203, -0.35622,  0.73198,  0.58079, -0.36962, -0.68125,  0.63188, -1.00,  0.57227,  0.49512
629, 128, -0.40719,  0.08467, -0.16957, -0.76298,  0.64509,  0.04152, -0.46645, -0.59388,  0.65554, -1.00,  0.56738,  0.54004
630, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
631, 128, -0.40719,  0.08467, -0.16957, -0.76298,  0.64509,  0.04152, -0.46645, -0.59388,  0.65554, -1.00,  0.56738,  0.54004
632, 129, -0.4184,  0.07361, -0.16351, -0.668,  0.68571,  0.28909, -0.3976, -0.65725,  0.64026, -1.00,  0.58105,  0.5459
633, 125, -0.37828,  0.08514, -0.12898, -0.39313,  0.69931,  0.59701, -0.33184, -0.71343,  0.61717, -1.00,  0.58203,  0.49756
634, 129, -0.4184,  0.07361, -0.16351, -0.668,  0.68571,  0.28909, -0.3976, -0.65725,  0.64026, -1.00,  0.58105,  0.5459
635, 126, -0.42666,  0.08553, -0.12823, -0.57381,  0.78031, -0.24872, -0.13325,  0.21069,  0.96843, -1.00,  0.60986,  0.55908
636, 130, -0.41221,  0.06741, -0.1994, -0.74084,  0.44689, -0.50144, -0.66958, -0.43242,  0.60388, -1.00,  0.55957,  0.5708
637, 129, -0.4184,  0.07361, -0.16351, -0.668,  0.68571,  0.28909, -0.3976, -0.65725,  0.64026, -1.00,  0.58105,  0.5459
638, 128, -0.40719,  0.08467, -0.16957, -0.76298,  0.64509,  0.04152, -0.46645, -0.59388,  0.65554, -1.00,  0.56738,  0.54004
639, 130, -0.41221,  0.06741, -0.1994, -0.74084,  0.44689, -0.50144, -0.66958, -0.43242,  0.60388, -1.00,  0.55957,  0.5708
640, 131, -0.42667,  0.05564, -0.16235, -0.92448,  0.03309, -0.3798, -0.35427,  0.29351,  0.88789, -1.00,  0.57471,  0.57715
641, 129, -0.4184,  0.07361, -0.16351, -0.668,  0.68571,  0.28909, -0.3976, -0.65725,  0.64026, -1.00,  0.58105,  0.5459
642, 131, -0.42667,  0.05564, -0.16235, -0.92448,  0.03309, -0.3798, -0.35427,  0.29351,  0.88789, -1.00,  0.57471,  0.57715
643, 126, -0.42666,  0.08553, -0.12823, -0.57381,  0.78031, -0.24872, -0.13325,  0.21069,  0.96843, -1.00,  0.60986,  0.55908
644, 129, -0.4184,  0.07361, -0.16351, -0.668,  0.68571,  0.28909, -0.3976, -0.65725,  0.64026, -1.00,  0.58105,  0.5459
645, 131, -0.42667,  0.05564, -0.16235, -0.92448,  0.03309, -0.3798, -0.35427,  0.29351,  0.88789, -1.00,  0.57471,  0.57715
646, 132, -0.4392,  0.05316, -0.13022, -0.90655,  0.0192, -0.42166, -0.40145,  0.26941,  0.87536, -1.00,  0.60254,  0.58838
647, 126, -0.42666,  0.08553, -0.12823, -0.57381,  0.78031, -0.24872, -0.13325,  0.21069,  0.96843, -1.00,  0.60986,  0.55908
648, 126, -0.42666,  0.08553, -0.12823, -0.57381,  0.78031, -0.24872, -0.13325,  0.21069,  0.96843, -1.00,  0.60986,  0.55908
649, 132, -0.4392,  0.05316, -0.13022, -0.90655,  0.0192, -0.42166, -0.40145,  0.26941,  0.87536, -1.00,  0.60254,  0.58838
650, 133, -0.45387,  0.04998, -0.08856, -0.86961,  0.02093, -0.49329, -0.45944,  0.33158,  0.824, -1.00,  0.63721,  0.60059
651, 121, -0.26959,  0.13388, -0.01288, -0.04356,  0.99848, -0.03368,  0.03994,  0.03542,  0.99857, -1.00,  0.71533,  0.41724
652, 123, -0.35964,  0.11823, -0.0918, -0.17424,  0.97636, -0.12794, -0.00791,  0.12853,  0.99167, -1.00,  0.64355,  0.49365
653, 134, -0.33485,  0.12897, -0.0077, -0.10315,  0.99434, -0.02553,  0.03025,  0.02879,  0.99913, -1.00,  0.71777,  0.47388
654, 43, -0.26602,  0.12697,  0.04658, -0.03456,  0.97297,  0.22832,  0.05334, -0.22633,  0.97259, -1.00,  0.76807,  0.4165
655, 121, -0.26959,  0.13388, -0.01288, -0.04356,  0.99848, -0.03368,  0.03994,  0.03542,  0.99857, -1.00,  0.71533,  0.41724
656, 134, -0.33485,  0.12897, -0.0077, -0.10315,  0.99434, -0.02553,  0.03025,  0.02879,  0.99913, -1.00,  0.71777,  0.47388
657, 43, -0.26602,  0.12697,  0.04658, -0.03456,  0.97297,  0.22832,  0.05334, -0.22633,  0.97259, -1.00,  0.76807,  0.4165
658, 134, -0.33485,  0.12897, -0.0077, -0.10315,  0.99434, -0.02553,  0.03025,  0.02879,  0.99913, -1.00,  0.71777,  0.47388
659, 135, -0.33087,  0.12118,  0.05029, -0.08961,  0.96614,  0.24197,  0.05517, -0.23776,  0.96976, -1.00,  0.76904,  0.47241
660, 31, -0.26953,  0.10868,  0.0963, -0.00362,  0.90214,  0.43142,  0.06527, -0.43029,  0.90033, -1.00,  0.81445,  0.42236
661, 43, -0.26602,  0.12697,  0.04658, -0.03456,  0.97297,  0.22832,  0.05334, -0.22633,  0.97259, -1.00,  0.76807,  0.4165
662, 135, -0.33087,  0.12118,  0.05029, -0.08961,  0.96614,  0.24197,  0.05517, -0.23776,  0.96976, -1.00,  0.76904,  0.47241
663, 31, -0.26953,  0.10868,  0.0963, -0.00362,  0.90214,  0.43142,  0.06527, -0.43029,  0.90033, -1.00,  0.81445,  0.42236
664, 135, -0.33087,  0.12118,  0.05029, -0.08961,  0.96614,  0.24197,  0.05517, -0.23776,  0.96976, -1.00,  0.76904,  0.47241
665, 136, -0.34273,  0.1023,  0.1005, -0.11839,  0.89614,  0.4277,  0.09212, -0.41896,  0.90332, -1.00,  0.81445,  0.48584
666, 9, -0.27168,  0.07081,  0.16065,  0.03347,  0.90376,  0.42673,  0.08061, -0.42802,  0.90017, -1.00,  0.88086,  0.42871
667, 31, -0.26953,  0.10868,  0.0963, -0.00362,  0.90214,  0.43142,  0.06527, -0.43029,  0.90033, -1.00,  0.81445,  0.42236
668, 136, -0.34273,  0.1023,  0.1005, -0.11839,  0.89614,  0.4277,  0.09212, -0.41896,  0.90332, -1.00,  0.81445,  0.48584
669, 9, -0.27168,  0.07081,  0.16065,  0.03347,  0.90376,  0.42673,  0.08061, -0.42802,  0.90017, -1.00,  0.88086,  0.42871
670, 136, -0.34273,  0.1023,  0.1005, -0.11839,  0.89614,  0.4277,  0.09212, -0.41896,  0.90332, -1.00,  0.81445,  0.48584
671, 137, -0.34704,  0.06942,  0.17183, -0.06801,  0.91796,  0.3908,  0.09945, -0.38352,  0.91816, -1.00,  0.88232,  0.49683
672, 137, -0.34704,  0.06942,  0.17183, -0.06801,  0.91796,  0.3908,  0.09945, -0.38352,  0.91816, -1.00,  0.88232,  0.49683
673, 136, -0.34273,  0.1023,  0.1005, -0.11839,  0.89614,  0.4277,  0.09212, -0.41896,  0.90332, -1.00,  0.81445,  0.48584
674, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
675, 9, -0.27168,  0.07081,  0.16065,  0.03347,  0.90376,  0.42673,  0.08061, -0.42802,  0.90017, -1.00,  0.88086,  0.42871
676, 137, -0.34704,  0.06942,  0.17183, -0.06801,  0.91796,  0.3908,  0.09945, -0.38352,  0.91816, -1.00,  0.88232,  0.49683
677, 10, -0.35475,  0.06222,  0.19657, -0.22765,  0.96802,  0.10539,  0.29379, -0.0349,  0.95523, -1.00,  0.91455,  0.49487
678, 139, -0.38522,  0.03475,  0.2104, -0.72647,  0.52817,  0.43964,  0.43917, -0.13525,  0.88817, -1.00,  0.91797,  0.53174
679, 10, -0.35475,  0.06222,  0.19657, -0.22765,  0.96802,  0.10539,  0.29379, -0.0349,  0.95523, -1.00,  0.91455,  0.49487
680, 137, -0.34704,  0.06942,  0.17183, -0.06801,  0.91796,  0.3908,  0.09945, -0.38352,  0.91816, -1.00,  0.88232,  0.49683
681, 139, -0.38522,  0.03475,  0.2104, -0.72647,  0.52817,  0.43964,  0.43917, -0.13525,  0.88817, -1.00,  0.91797,  0.53174
682, 137, -0.34704,  0.06942,  0.17183, -0.06801,  0.91796,  0.3908,  0.09945, -0.38352,  0.91816, -1.00,  0.88232,  0.49683
683, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
684, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
685, 140, -0.39598, -0.00615,  0.2175, -0.77346, -0.07845,  0.62897,  0.63005, -0.20353,  0.7494, -1.00,  0.92627,  0.56982
686, 139, -0.38522,  0.03475,  0.2104, -0.72647,  0.52817,  0.43964,  0.43917, -0.13525,  0.88817, -1.00,  0.91797,  0.53174
687, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
688, 141, -0.41726,  0.01157,  0.17426, -0.85151,  0.06801,  0.51991,  0.41719, -0.51276,  0.75036, -1.00,  0.89844,  0.58154
689, 140, -0.39598, -0.00615,  0.2175, -0.77346, -0.07845,  0.62897,  0.63005, -0.20353,  0.7494, -1.00,  0.92627,  0.56982
690, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
691, 142, -0.44481,  0.02219,  0.11833, -0.80301,  0.06894,  0.59196,  0.45246, -0.57595,  0.68085, -1.00,  0.84961,  0.60059
692, 141, -0.41726,  0.01157,  0.17426, -0.85151,  0.06801,  0.51991,  0.41719, -0.51276,  0.75036, -1.00,  0.89844,  0.58154
693, 135, -0.33087,  0.12118,  0.05029, -0.08961,  0.96614,  0.24197,  0.05517, -0.23776,  0.96976, -1.00,  0.76904,  0.47241
694, 143, -0.40024,  0.09543,  0.08905, -0.25026,  0.84888,  0.46559,  0.10288, -0.45485,  0.88461, -1.00,  0.80273,  0.53467
695, 136, -0.34273,  0.1023,  0.1005, -0.11839,  0.89614,  0.4277,  0.09212, -0.41896,  0.90332, -1.00,  0.81445,  0.48584
696, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
697, 136, -0.34273,  0.1023,  0.1005, -0.11839,  0.89614,  0.4277,  0.09212, -0.41896,  0.90332, -1.00,  0.81445,  0.48584
698, 143, -0.40024,  0.09543,  0.08905, -0.25026,  0.84888,  0.46559,  0.10288, -0.45485,  0.88461, -1.00,  0.80273,  0.53467
699, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
700, 144, -0.43078,  0.06099,  0.11623, -0.48468,  0.66178,  0.57195,  0.23571, -0.53088,  0.814, -1.00,  0.8335,  0.56885
701, 142, -0.44481,  0.02219,  0.11833, -0.80301,  0.06894,  0.59196,  0.45246, -0.57595,  0.68085, -1.00,  0.84961,  0.60059
702, 138, -0.3967,  0.05009,  0.1762, -0.53513,  0.67287,  0.51077,  0.22775, -0.46732,  0.85425, -1.00,  0.88721,  0.54395
703, 143, -0.40024,  0.09543,  0.08905, -0.25026,  0.84888,  0.46559,  0.10288, -0.45485,  0.88461, -1.00,  0.80273,  0.53467
704, 144, -0.43078,  0.06099,  0.11623, -0.48468,  0.66178,  0.57195,  0.23571, -0.53088,  0.814, -1.00,  0.8335,  0.56885
705, 145, -0.4589,  0.02637,  0.10419, -0.85075,  0.15626,  0.5018,  0.22364, -0.7564,  0.61469, -1.00,  0.83545,  0.6084
706, 142, -0.44481,  0.02219,  0.11833, -0.80301,  0.06894,  0.59196,  0.45246, -0.57595,  0.68085, -1.00,  0.84961,  0.60059
707, 144, -0.43078,  0.06099,  0.11623, -0.48468,  0.66178,  0.57195,  0.23571, -0.53088,  0.814, -1.00,  0.8335,  0.56885
708, 134, -0.33485,  0.12897, -0.0077, -0.10315,  0.99434, -0.02553,  0.03025,  0.02879,  0.99913, -1.00,  0.71777,  0.47388
709, 146, -0.38023,  0.11635,  0.04945, -0.11989,  0.95781,  0.2612,  0.05459, -0.25634,  0.96504, -1.00,  0.76611,  0.51514
710, 135, -0.33087,  0.12118,  0.05029, -0.08961,  0.96614,  0.24197,  0.05517, -0.23776,  0.96976, -1.00,  0.76904,  0.47241
711, 135, -0.33087,  0.12118,  0.05029, -0.08961,  0.96614,  0.24197,  0.05517, -0.23776,  0.96976, -1.00,  0.76904,  0.47241
712, 146, -0.38023,  0.11635,  0.04945, -0.11989,  0.95781,  0.2612,  0.05459, -0.25634,  0.96504, -1.00,  0.76611,  0.51514
713, 143, -0.40024,  0.09543,  0.08905, -0.25026,  0.84888,  0.46559,  0.10288, -0.45485,  0.88461, -1.00,  0.80273,  0.53467
714, 145, -0.4589,  0.02637,  0.10419, -0.85075,  0.15626,  0.5018,  0.22364, -0.7564,  0.61469, -1.00,  0.83545,  0.6084
715, 144, -0.43078,  0.06099,  0.11623, -0.48468,  0.66178,  0.57195,  0.23571, -0.53088,  0.814, -1.00,  0.8335,  0.56885
716, 147, -0.44446,  0.06522,  0.10242, -0.6632,  0.57501,  0.4791, -0.05211, -0.67455,  0.73639, -1.00,  0.81982,  0.57813
717, 147, -0.44446,  0.06522,  0.10242, -0.6632,  0.57501,  0.4791, -0.05211, -0.67455,  0.73639, -1.00,  0.81982,  0.57813
718, 148, -0.4527,  0.02694,  0.09795, -0.70241,  0.286, -0.65178, -0.71068, -0.33245,  0.62, -1.00,  0.82813,  0.61084
719, 145, -0.4589,  0.02637,  0.10419, -0.85075,  0.15626,  0.5018,  0.22364, -0.7564,  0.61469, -1.00,  0.83545,  0.6084
720, 147, -0.44446,  0.06522,  0.10242, -0.6632,  0.57501,  0.4791, -0.05211, -0.67455,  0.73639, -1.00,  0.81982,  0.57813
721, 149, -0.43964,  0.06288,  0.09605, -0.73207,  0.20822, -0.64863, -0.67851, -0.13773,  0.72157, -1.00,  0.81348,  0.58154
722, 148, -0.4527,  0.02694,  0.09795, -0.70241,  0.286, -0.65178, -0.71068, -0.33245,  0.62, -1.00,  0.82813,  0.61084
723, 144, -0.43078,  0.06099,  0.11623, -0.48468,  0.66178,  0.57195,  0.23571, -0.53088,  0.814, -1.00,  0.8335,  0.56885
724, 143, -0.40024,  0.09543,  0.08905, -0.25026,  0.84888,  0.46559,  0.10288, -0.45485,  0.88461, -1.00,  0.80273,  0.53467
725, 150, -0.41676,  0.09791,  0.08003, -0.44438,  0.81679,  0.36793, -0.12999, -0.46515,  0.87563, -1.00,  0.79395,  0.54883
726, 144, -0.43078,  0.06099,  0.11623, -0.48468,  0.66178,  0.57195,  0.23571, -0.53088,  0.814, -1.00,  0.8335,  0.56885
727, 150, -0.41676,  0.09791,  0.08003, -0.44438,  0.81679,  0.36793, -0.12999, -0.46515,  0.87563, -1.00,  0.79395,  0.54883
728, 147, -0.44446,  0.06522,  0.10242, -0.6632,  0.57501,  0.4791, -0.05211, -0.67455,  0.73639, -1.00,  0.81982,  0.57813
729, 150, -0.41676,  0.09791,  0.08003, -0.44438,  0.81679,  0.36793, -0.12999, -0.46515,  0.87563, -1.00,  0.79395,  0.54883
730, 149, -0.43964,  0.06288,  0.09605, -0.73207,  0.20822, -0.64863, -0.67851, -0.13773,  0.72157, -1.00,  0.81348,  0.58154
731, 147, -0.44446,  0.06522,  0.10242, -0.6632,  0.57501,  0.4791, -0.05211, -0.67455,  0.73639, -1.00,  0.81982,  0.57813
732, 150, -0.41676,  0.09791,  0.08003, -0.44438,  0.81679,  0.36793, -0.12999, -0.46515,  0.87563, -1.00,  0.79395,  0.54883
733, 143, -0.40024,  0.09543,  0.08905, -0.25026,  0.84888,  0.46559,  0.10288, -0.45485,  0.88461, -1.00,  0.80273,  0.53467
734, 146, -0.38023,  0.11635,  0.04945, -0.11989,  0.95781,  0.2612,  0.05459, -0.25634,  0.96504, -1.00,  0.76611,  0.51514
735, 150, -0.41676,  0.09791,  0.08003, -0.44438,  0.81679,  0.36793, -0.12999, -0.46515,  0.87563, -1.00,  0.79395,  0.54883
736, 151, -0.41492,  0.09061,  0.0758, -0.83455,  0.13306, -0.53462, -0.54146, -0.019,  0.84051, -1.00,  0.78955,  0.55566
737, 149, -0.43964,  0.06288,  0.09605, -0.73207,  0.20822, -0.64863, -0.67851, -0.13773,  0.72157, -1.00,  0.81348,  0.58154
738, 152, -0.40045,  0.11521,  0.04649, -0.34144,  0.91456,  0.21678, -0.01727, -0.23671,  0.97143, -1.00,  0.76318,  0.53271
739, 151, -0.41492,  0.09061,  0.0758, -0.83455,  0.13306, -0.53462, -0.54146, -0.019,  0.84051, -1.00,  0.78955,  0.55566
740, 150, -0.41676,  0.09791,  0.08003, -0.44438,  0.81679,  0.36793, -0.12999, -0.46515,  0.87563, -1.00,  0.79395,  0.54883
